ArticleTitle,LastName,ForeName,Date,Country_Id,Country,ISSNLinking,MedlineTA,NlmUniqueID,Full_name
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Zhu,Jinde,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Jinde-Zhu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Zhao,Xiaodong,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Xiaodong-Zhao
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Sun,Yi,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Yi-Sun
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Xu,Feng,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Feng-Xu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Xu,Song,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Song-Xu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Shang,Xuejun,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Xuejun-Shang
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Li,Yu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Yu-Li
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Zhu,Jinde,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Jinde-Zhu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Zhao,Xiaodong,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Xiaodong-Zhao
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Sun,Yi,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Yi-Sun
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Xu,Feng,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Feng-Xu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Xu,Song,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Song-Xu
Oral Lycopene Administration Attenuates Inflammation and Oxidative Stress by Regulating Plasma Lipids in Rats with Lipopolysaccharide-Induced Epididymitis.,Shang,Xuejun,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Xuejun-Shang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Liu,Dan,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Dan-Liu
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Fan,YiWen,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YiWen-Fan
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Zhuang,YuGang,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YuGang-Zhuang
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Peng,Hu,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,Hu-Peng
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Gao,ChengJin,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,ChengJin-Gao
Association of Blood Glucose Variability with Sepsis-Related Disseminated Intravascular Coagulation Morbidity and Mortality.,Chen,YanQing,2022-11-30,1178-7031,New Zealand,1178-7031,J Inflamm Res,101512684,YanQing-Chen
Correlation of salivary visfatin levels in obese and NON-OBESE population with periodontal status.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
Correlation of salivary visfatin levels in obese and NON-OBESE population with periodontal status.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
Correlation of salivary visfatin levels in obese and NON-OBESE population with periodontal status.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
Letter to the editor.,Shukla,Sagrika,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Sagrika-Shukla
Letter to the editor.,Rajagopal,Athreya,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Athreya-Rajagopal
Letter to the editor.,Shukla,Sagrika,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Sagrika-Shukla
Letter to the editor.,Rajagopal,Athreya,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Athreya-Rajagopal
Letter to the editor.,Shukla,Sagrika,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Sagrika-Shukla
Letter to the editor.,Rajagopal,Athreya,2022-11-19,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,Athreya-Rajagopal
Does the use of platelet-rich plasma in sinus augmentation improve the survival of dental implants? A systematic review and meta-analysis.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
Does the use of platelet-rich plasma in sinus augmentation improve the survival of dental implants? A systematic review and meta-analysis.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
Does the use of platelet-rich plasma in sinus augmentation improve the survival of dental implants? A systematic review and meta-analysis.,null,null,null,2212-4268,Netherlands,2212-4268,J Oral Biol Craniofac Res,101619156,null
"Quantitative Research on Corporate Social Responsibility: A Quest for Relevance and Rigor in a Quickly Evolving, Turbulent World.",Du,Shuili,2022-11-25,0167-4544,Netherlands,0167-4544,J Bus Ethics,100972154,Shuili-Du
"Quantitative Research on Corporate Social Responsibility: A Quest for Relevance and Rigor in a Quickly Evolving, Turbulent World.",El Akremi,Assaad,2022-11-25,0167-4544,Netherlands,0167-4544,J Bus Ethics,100972154,Assaad-El Akremi
"Quantitative Research on Corporate Social Responsibility: A Quest for Relevance and Rigor in a Quickly Evolving, Turbulent World.",Jia,Ming,2022-11-25,0167-4544,Netherlands,0167-4544,J Bus Ethics,100972154,Ming-Jia
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Vikas,Mysore Dwarakanath,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Mysore Dwarakanath-Vikas
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Jain,Chandni,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Chandni-Jain
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Umashankar,Abhishek,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Abhishek-Umashankar
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Vikas,Mysore Dwarakanath,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Mysore Dwarakanath-Vikas
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Jain,Chandni,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Chandni-Jain
Effect of Use of N-95 Mask on Aided Speech Identification Scores in Older Adults with Hearing Loss.,Umashankar,Abhishek,2022-11-27,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,Abhishek-Umashankar
Multidimensional Voice Assessment After Management of Early Laryngeal Cancer: A Comparative Study.,null,null,null,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,null
Multidimensional Voice Assessment After Management of Early Laryngeal Cancer: A Comparative Study.,null,null,null,2231-3796,India,2231-3796,Indian J Otolaryngol Head Neck Surg,9422551,null
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Ferguson,Olivia N,2022-10-26,1530-0315,null,null,null,null,Olivia N-Ferguson
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Mitchell,Reid A,2022-10-26,1530-0315,null,null,null,null,Reid A-Mitchell
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Schaeffer,Michele R,2022-10-26,1530-0315,null,null,null,null,Michele R-Schaeffer
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Ramsook,Andrew H,2022-10-26,1530-0315,null,null,null,null,Andrew H-Ramsook
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Dhillon,Satvir S,2022-10-26,1530-0315,null,null,null,null,Satvir S-Dhillon
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Dominelli,Paolo B,2022-10-26,1530-0315,null,null,null,null,Paolo B-Dominelli
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Molgat-Seon,Yannick,2022-10-26,1530-0315,null,null,null,null,Yannick-Molgat-Seon
Effects of Face Masks on the Multiple Dimensions and Neurophysiological Mechanisms of Exertional Dyspnea.,Guenette,Jordan A,2022-10-26,1530-0315,null,null,null,null,Jordan A-Guenette
Techniques for characterizing mechanical properties of soft tissues.,Navindaran,Kishev,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,Kishev-Navindaran
Techniques for characterizing mechanical properties of soft tissues.,Kang,John S,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,John S-Kang
Techniques for characterizing mechanical properties of soft tissues.,Moon,Kee,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,Kee-Moon
Techniques for characterizing mechanical properties of soft tissues.,Navindaran,Kishev,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,Kishev-Navindaran
Techniques for characterizing mechanical properties of soft tissues.,Kang,John S,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,John S-Kang
Techniques for characterizing mechanical properties of soft tissues.,Moon,Kee,2022-11-19,1878-0180,Netherlands,1878-0180,J Mech Behav Biomed Mater,101322406,Kee-Moon
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Yan,Han,2022-12-2,1532-8600,null,null,null,null,Han-Yan
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Meng,Yuhong,2022-12-2,1532-8600,null,null,null,null,Yuhong-Meng
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Li,Xin,2022-12-2,1532-8600,null,null,null,null,Xin-Li
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Xiang,Rui,2022-12-2,1532-8600,null,null,null,null,Rui-Xiang
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Hou,Song,2022-12-2,1532-8600,null,null,null,null,Song-Hou
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Wang,Junpei,2022-12-2,1532-8600,null,null,null,null,Junpei-Wang
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Wang,Lin,2022-12-2,1532-8600,null,null,null,null,Lin-Wang
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Yu,Xiaoxing,2022-12-2,1532-8600,null,null,null,null,Xiaoxing-Yu
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Xu,Ming,2022-12-2,1532-8600,null,null,null,null,Ming-Xu
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Chi,Yujing,2022-12-2,1532-8600,null,null,null,null,Yujing-Chi
FAM3A maintains metabolic homeostasis by interacting with F1-ATP synthase to regulate the activity and assembly of ATP synthase.,Yang,Jichun,2022-12-2,1532-8600,null,null,null,null,Jichun-Yang
Snowmaking in a warmer climate: an in-depth analysis of future water demands for the ski resort Andermatt-Sedrun-Disentis (Switzerland) in the twenty-first century.,Vorkauf,Maria,2022-12-6,1432-1254,null,null,null,null,Maria-Vorkauf
Snowmaking in a warmer climate: an in-depth analysis of future water demands for the ski resort Andermatt-Sedrun-Disentis (Switzerland) in the twenty-first century.,Steiger,Robert,2022-12-6,1432-1254,null,null,null,null,Robert-Steiger
Snowmaking in a warmer climate: an in-depth analysis of future water demands for the ski resort Andermatt-Sedrun-Disentis (Switzerland) in the twenty-first century.,Abegg,Bruno,2022-12-6,1432-1254,null,null,null,null,Bruno-Abegg
Snowmaking in a warmer climate: an in-depth analysis of future water demands for the ski resort Andermatt-Sedrun-Disentis (Switzerland) in the twenty-first century.,Hiltbrunner,Erika,2022-12-6,1432-1254,null,null,null,null,Erika-Hiltbrunner
Preventing Futile Transfers of Patients with Intracerebral Hemorrhage.,Picetti,Edoardo,2022-12-5,1556-0961,null,null,null,null,Edoardo-Picetti
Preventing Futile Transfers of Patients with Intracerebral Hemorrhage.,Montanaro,Vito,2022-12-5,1556-0961,null,null,null,null,Vito-Montanaro
Preventing Futile Transfers of Patients with Intracerebral Hemorrhage.,Petranca,Massimo,2022-12-5,1556-0961,null,null,null,null,Massimo-Petranca
Preventing Futile Transfers of Patients with Intracerebral Hemorrhage.,Robba,Chiara,2022-12-5,1556-0961,null,null,null,null,Chiara-Robba
Considerations for Limiting Transfers of Patients with Intracranial Hemorrhage.,Krause,Monica,2022-12-5,1556-0961,null,null,null,null,Monica-Krause
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Baggiani,Marta,2022-12-5,1556-0961,null,null,null,null,Marta-Baggiani
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Graziano,Francesca,2022-12-5,1556-0961,null,null,null,null,Francesca-Graziano
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Rebora,Paola,2022-12-5,1556-0961,null,null,null,null,Paola-Rebora
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Robba,Chiara,2022-12-5,1556-0961,null,null,null,null,Chiara-Robba
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Guglielmi,Angelo,2022-12-5,1556-0961,null,null,null,null,Angelo-Guglielmi
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Galimberti,Stefania,2022-12-5,1556-0961,null,null,null,null,Stefania-Galimberti
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Giussani,Carlo,2022-12-5,1556-0961,null,null,null,null,Carlo-Giussani
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Suarez,Jose I,2022-12-5,1556-0961,null,null,null,null,Jose I-Suarez
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Helbok,Raimund,2022-12-5,1556-0961,null,null,null,null,Raimund-Helbok
"Intracranial Pressure Monitoring Practice, Treatment, and Effect on Outcome in Aneurysmal Subarachnoid Hemorrhage.",Citerio,Giuseppe,2022-12-5,1556-0961,null,null,null,null,Giuseppe-Citerio
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Oh,Daniel M,2022-12-5,1556-0961,null,null,null,null,Daniel M-Oh
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Shkirkova,Kristina,2022-12-5,1556-0961,null,null,null,null,Kristina-Shkirkova
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Poblete,Roy A,2022-12-5,1556-0961,null,null,null,null,Roy A-Poblete
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Chung,Pil-Wook,2022-12-5,1556-0961,null,null,null,null,Pil-Wook-Chung
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Saver,Jeffrey L,2022-12-5,1556-0961,null,null,null,null,Jeffrey L-Saver
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Starkman,Sidney,2022-12-5,1556-0961,null,null,null,null,Sidney-Starkman
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Liebeskind,David S,2022-12-5,1556-0961,null,null,null,null,David S-Liebeskind
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Hamilton,Scott,2022-12-5,1556-0961,null,null,null,null,Scott-Hamilton
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Wilson,Melissa,2022-12-5,1556-0961,null,null,null,null,Melissa-Wilson
Association Between Hyperacute Blood Pressure Variability and Hematoma Expansion After Intracerebral Hemorrhage: Secondary Analysis of the FAST-MAG Database.,Sanossian,Nerses,2022-12-5,1556-0961,null,null,null,null,Nerses-Sanossian
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Rimaitis,Marius,2022-12-5,1556-0961,null,null,null,null,Marius-Rimaitis
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Cechanovičiūtė,Vaiva,2022-12-5,1556-0961,null,null,null,null,Vaiva-Cechanovičiūtė
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Bilskienė,Diana,2022-12-5,1556-0961,null,null,null,null,Diana-Bilskienė
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Balčiūnienė,Neringa,2022-12-5,1556-0961,null,null,null,null,Neringa-Balčiūnienė
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Vilcinis,Rimantas,2022-12-5,1556-0961,null,null,null,null,Rimantas-Vilcinis
Dynamic Changes of Hemostasis in Patients with Traumatic Brain Injury Undergoing Craniotomy: Association with in-Hospital Mortality.,Rimaitis,Kęstutis,2022-12-5,1556-0961,null,null,null,null,Kęstutis-Rimaitis
